image_path,video,pid,label,prediction,correct,prob_cross,prob_notcross,confidence,margin,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w,bbox_h,bbox_area,bbox_aspect,bbox_cx_rel,bbox_cy_rel,img_w,img_h,occlusion
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0045/00119.png,video_0045,unknown,1,0,0,0.0001168879025499,0.9998830556869508,0.9998830556869508,0.9997661677844007,277.0,634.0,363.0,794.0,86.0,160.0,13760.0,1.8604651162790695,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0045/00105.png,video_0045,unknown,1,0,0,0.000129297884996,0.9998706579208374,0.9998706579208374,0.9997413600358414,425.0,645.0,514.0,788.0,89.0,143.0,12727.0,1.6067415730337078,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0138/00217.png,video_0138,unknown,1,0,0,0.0001944996620295,0.999805510044098,0.999805510044098,0.9996110103820685,1424.0,568.0,1482.0,715.0,58.0,147.0,8526.0,2.534482758620689,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0152/00049.png,video_0152,unknown,1,0,0,0.0004929977003484,0.999506950378418,0.999506950378418,0.9990139526780696,1464.0,631.0,1517.0,765.0,53.0,134.0,7102.0,2.5283018867924527,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0138/00189.png,video_0138,unknown,1,0,0,0.0005550805944949,0.9994449019432068,0.9994449019432068,0.9988898213487118,1422.0,568.0,1482.0,717.0,60.0,149.0,8940.0,2.4833333333333334,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0124/00090.png,video_0124,unknown,1,0,0,0.0005669834790751,0.9994329810142516,0.9994329810142516,0.9988659975351766,567.0,678.0,595.0,726.0,28.0,48.0,1344.0,1.7142857142857142,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0177/00042.png,video_0177,unknown,1,0,0,0.000881457934156,0.9991185069084167,0.9991185069084167,0.9982370489742608,1424.0,570.0,1484.0,708.0,60.0,138.0,8280.0,2.3,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0152/00070.png,video_0152,unknown,1,0,0,0.0009274795884266,0.9990725517272948,0.9990725517272948,0.9981450721388684,1582.0,611.0,1645.0,776.0,63.0,165.0,10395.0,2.619047619047619,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0251/00107.png,video_0251,unknown,1,0,0,0.0011039011878892,0.9988961219787598,0.9988961219787598,0.9977922207908704,319.0,684.0,355.0,760.0,36.0,76.0,2736.0,2.111111111111111,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0045/00112.png,video_0045,unknown,1,0,0,0.0011387910926714,0.9988611936569214,0.9988611936569214,0.99772240256425,357.0,643.0,432.0,792.0,75.0,149.0,11175.0,1.9866666666666664,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0152/00056.png,video_0152,unknown,1,0,0,0.0013158089714124,0.9986842274665833,0.9986842274665833,0.9973684184951708,1501.0,619.0,1559.0,762.0,58.0,143.0,8294.0,2.4655172413793105,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0251/00051.png,video_0251,unknown,1,0,0,0.0014001076342538,0.9985999464988708,0.9985999464988708,0.997199838864617,423.0,689.0,452.0,739.0,29.0,50.0,1450.0,1.7241379310344829,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0045/00126.png,video_0045,unknown,1,0,0,0.001875733025372,0.9981243014335632,0.9981243014335632,0.9962485684081912,212.0,639.0,302.0,803.0,90.0,164.0,14760.0,1.8222222222222224,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0251/00093.png,video_0251,unknown,1,0,0,0.0019609269220381,0.9980390667915344,0.9980390667915344,0.9960781398694962,353.0,680.0,387.0,746.0,34.0,66.0,2244.0,1.9411764705882355,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0045/00098.png,video_0045,unknown,1,0,0,0.0022875864524394,0.9977123737335204,0.9977123737335204,0.9954247872810812,491.0,637.0,567.0,772.0,76.0,135.0,10260.0,1.7763157894736843,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0138/00196.png,video_0138,unknown,1,0,0,0.0023562752176076,0.9976436495780944,0.9976436495780944,0.9952873743604868,1421.0,566.0,1482.0,718.0,61.0,152.0,9272.0,2.4918032786885247,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0251/00058.png,video_0251,unknown,1,0,0,0.0033547508064657,0.9966452717781068,0.9966452717781068,0.9932905209716408,409.0,671.0,438.0,723.0,29.0,52.0,1508.0,1.793103448275862,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0251/00114.png,video_0251,unknown,1,0,0,0.0036348416469991,0.9963651895523072,0.9963651895523072,0.992730347905308,306.0,677.0,342.0,758.0,36.0,81.0,2916.0,2.25,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0152/00042.png,video_0152,unknown,1,0,0,0.0037091940175741,0.9962908029556274,0.9962908029556274,0.9925816089380533,1444.0,638.0,1492.0,763.0,48.0,125.0,6000.0,2.6041666666666665,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0152/00084.png,video_0152,unknown,1,0,0,0.0040449067018926,0.9959551095962524,0.9959551095962524,0.9919102028943598,1664.0,605.0,1732.0,793.0,68.0,188.0,12784.0,2.764705882352941,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0138/00182.png,video_0138,unknown,1,0,0,0.0044326330535113,0.9955673813819884,0.9955673813819884,0.9911347483284773,1421.0,571.0,1481.0,721.0,60.0,150.0,9000.0,2.5,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0138/00210.png,video_0138,unknown,1,0,0,0.0045433593913912,0.9954566955566406,0.9954566955566406,0.9909133361652492,1422.0,567.0,1479.0,714.0,57.0,147.0,8379.0,2.5789473684210527,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0251/00135.png,video_0251,unknown,1,0,0,0.0046953000128269,0.9953047037124634,0.9953047037124634,0.9906094036996363,248.0,680.0,290.0,781.0,42.0,101.0,4242.0,2.4047619047619047,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0152/00014.png,video_0152,unknown,1,0,0,0.0048320419155061,0.9951679706573486,0.9951679706573486,0.9903359287418424,1358.0,651.0,1396.0,749.0,38.0,98.0,3724.0,2.5789473684210527,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0152/00098.png,video_0152,unknown,1,0,0,0.0051732989959418,0.9948267340660096,0.9948267340660096,0.9896534350700676,1746.0,597.0,1809.0,803.0,63.0,206.0,12978.0,3.2698412698412698,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0045/00084.png,video_0045,unknown,1,0,0,0.0052083623595535,0.9947916269302368,0.9947916269302368,0.9895832645706832,586.0,648.0,646.0,767.0,60.0,119.0,7140.0,1.9833333333333332,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0152/00021.png,video_0152,unknown,1,0,0,0.0052178283222019,0.9947821497917176,0.9947821497917176,0.9895643214695156,1375.0,649.0,1413.0,751.0,38.0,102.0,3876.0,2.6842105263157894,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0138/00175.png,video_0138,unknown,1,0,0,0.0060348808765411,0.9939650893211364,0.9939650893211364,0.9879302084445952,1422.0,571.0,1479.0,723.0,57.0,152.0,8664.0,2.6666666666666665,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0251/00072.png,video_0251,unknown,1,0,0,0.0065480936318635,0.9934519529342652,0.9934519529342652,0.9869038593024017,388.0,690.0,419.0,746.0,31.0,56.0,1736.0,1.8064516129032255,,,,,-1
/content/drive/MyDrive/EfficientPIE2/JAAD/images/video_0152/00028.png,video_0152,unknown,1,0,0,0.0082003744319081,0.9917997121810912,0.9917997121810912,0.9835993377491832,1392.0,646.0,1430.0,753.0,38.0,107.0,4066.0,2.8157894736842106,,,,,-1
